id,text,sarcastic,rephrase,dialect
1928,كل شى كتبته غلط كل شى حسبته غلط فى  الامتحانات,0,,msa
1929,حق شهدائنا يضيع بشكل منظم نظامنا القضائي عاجز عن القصاص والجهات التشريعية والتنفيذية لم تدعمه، ومحاسبة كل من قصر في جمع الأدلة ضرورة,0,,msa
1930, نائب منسق الشؤون الإقليمية لمكافحة الإرهاب بوزارة  الخارجية الأمريكية ماري ريتشارد:  الولايات المتحدة تراقب عن كثب   تنظيم الدولة  خارج  سرت ,0,,msa
1931,أنت من أستلذ بأحلامي بك واستطعم الحب بحضورك مقتبس من [    ]  تصميمي  ميسي  97,0,,msa
1932, مش عارفة اذا لسه رح نشوف ابشع!!! غير قلة الحيلة المستحية قدام اللي عاش وجرب.  يا رب  شوية أمل  فلسطين  سوريا  اليمن  بورما  الجوع ب  افريقيا ,0,,nile
1933, المرحلة اللي تمر فيها مصر محتاجة رجل مثل  أحمد شفيق ,0,,nile
1934,الورقة التي لم تسقط في فصل الخريف: (خائنــة) في عيون أخواتهـا (وفيــــة) في عين الشجـــرة (متمردة) في عيون,0,,msa
1935,حان الان وقت صلاه المغرب لــ  واشنطن  أمريكا 4:51,0,,msa
1936, اغنية جونقكوك تحسوها زي كونسبت اغاني جستن بيبر من كثر مايحبه ويسوي كوفرات له اغنيته طلعت زي اسلوب جستن في اخر البوم له ,0,,nile
1937, أوباما يعلن حالة الطوارئ في ساوث كارولاينا بعد تعرضها لإعصار ماثيو خلال الأيام الماضية وسقوط المئات من الضحايا ,0,,msa
1938,واشنطن: الكويت وسّعت فجأة صفقة مقاتلات «إف - 18».. كانت 24 مقاتلة وأصبحت 40 بزيادة 7 مليارات دولار الكويت,0,,msa
1939,أشارك في وقفة صامتة بالإسكندرية يدعو إليها شباب مصر تضامنا مع ضحايا التعذيب وإدانة لتلك الممارسات,0,,msa
1940,شاركوا معانافى الهاشتاج ده  محبي حازم عبدالعظيم ضد الخونه عايزينه تريند  ريتويت  جيش تويتر  سأنتخب السيسي  باسم طلع حرامى  ا…,0,,nile
1941,مصر عمرها ما كانت هيبة في عهد مبارك ده كلام رخيص مصر كانت هيبة في ال18 يوم هيبة بجد والعالم كله وقف يتعلم وده كان الشعب,0,,nile
1942,حملة شباب  ضد النقطتين ،  ضد النئطتين ،  ضد النجطتين ،  ضد النغطتين بجميع الألسن كي يفهم الجميع وسلامتكم  بكفي حصار  اضبطوا شركاء المخلوع,0,,msa
1943,أعفيك من متابعتي لأنك إما لا تحفظ لسانك أو لا تحفظ لي حقي في الاختلاف لكني سأدافع عنك دوماً إذا ظُلمت شكرًا,0,,msa
1944,صدق من قال لاتستطيع شراء الاخوان لانهم قوم لاسعر لهم لايبيعون آخرتهم بدنياهم لايرضون بغيررضى الله بديلا لله درهم وطوبى لهم  انصاف الاخوان,0,,msa
1945,  لافروف :  واشنطن سحبت مقترحها حول  حلب لسحب المسلحين  روسيا ,0,,msa
1946,يخي ويندوز 10 عنجد فخم 👏👏,0,,gulf
1947,صحيفة روسية : حزب الله دفع ب 5000 مقاتل الى سوريا استعدادا لمعركة ادلب بسام جعارة  سورية,0,,levant
1948, عقيلة صالح يشكل لجنة من عمد ومشايخ وحكماء برقة لتتجه الى مدينة  سبها بشكل عاجل للمساهمة بفض النزاع المسلح في المدينة.  ليبيا  المرصد ,0,,msa
1949,  الولايات المتحدة🇺🇸عاجل|  واشنطن تحذر رعاياها من هجمات إرهابية محتملة في  أوروبا ,0,,msa
1950, وزير الخارجية المصري يصل مقر الجامعة العربية ويليه وزير الخارجية الفلسطيني ليبدأ اجتماع اللجنة العربية المعنية بإنهاء الاحتلال الإسرائيلي ,0,,msa
1951,رُبّ من أنضجت غيظاً قلبه *** قد تمنى لي موتاً لم يطع مهداة لمن يقف في أعلى شجرة جوز الهند محاولا اخراس ذكائي لأتوقف عم…,0,,msa
1952, سهرنا يا ليل 💕🎵🎶  اليسا ,0,,msa
1953,هو اللي عيونه ندوني مالعالم كله خدوني,0,,nile
1954,انا الآن اعاني من اقسى انواع الطفش  فكرة جميلة يحطون غرفة نوم بالجامعة اروح اخذ غفوه بالبريك,0,,msa
1955,مشاكل العمال تتفاقم ضرورة حوار ثلاثى عاجل بين الحكومة وأصحاب الأعمال و النقابات العمالية لوضع إطار متوازن يحفز الإنتاج ويضمن حقوق العمال,0,,msa
1956, : عاجل: القضاء الإداري يقرر وقف الانتخابات البرلمانية، وتحيل القانون إلي المحكمة الدستورية,0,,nile
1957,3 عجز الحكومة المصرية المتواصل عن التعامل بفاعلية مع الأزمة وإخفاقها في إدارة ملف المفاوضات مع الصندوق بشفافية,0,,msa
1958,بهدف قاتل في اللحظة الاخيرةفالنتين ستوكر يحسم قمة سويسرا المجر  لبلاد روجيه فيدرر ,0,,msa
1959,افضل طقم لروجر فيدرر نهائي الماسترز 2012 للاسف ماعندي صوره 😬,0,,msa
1960,منذ عامين وحتى الآن كل ما قدمه أنصار تيارات الشعارات الإسلامية لمصر مجرد مشاريع خناقات مع العالم والكون وأبناء الوطن,0,,msa
1961,يالله فورا أول ما أستعيد السيطرة على الدي إم نتفق بالكتير على يوم الأربعإنت واحشني جدا,0,,nile
1962,2-والمواقع مثل امازون   جولي شيك   شيئين   علي اكسبريس   حجوزات الفنادق  بوكيق  والطيران كلاً من الامراتي والقطري والكثير,0,,msa
1963,ده مش جيل 54 زى ما هيكل كان فاكر ده جيل 25 يناير ورابعة جيل العزة والكرامة والصمود صورة للأسود في الزنزانة …,0,,nile
1964, لا  للمداخلة السلفيين في  ليبيا ,0,,msa
1965,كل من يظن انه ربما يكون مرصود الحيطة و الحذر و عدم المبيت في المنزل اليوم  شارك  انشر  حذر,0,,msa
1966,تم تقسيم شعب مصر أخلاقيا احرار وشرفاء ومتسامحون ومؤمنون مع الشرعية والعكس بالاضافة لجهلاء واغبياء مع الانقلاب,0,,msa
1967, السعاده ؟ ان تجد روحآ تشبهك بكل شي,0,,msa
1968,  لافروف : امريكا سحبت مقترحاتها لحل في  حلب ووعدوا بتقديم غيرها .....😆😆 ,0,,msa
1969,شاهد - آخر كلام: سد النهضة ما ينبغي على مصر فعله  ,0,,msa
1970,ان اللون الرمادي ليس له محل من الاعراب يا ابيض يا اسود  علمتني الثورة,0,,msa
1971, قالها شبل من أشبال حلبإذاكنتم جيش الأسد فنحن جيش الواحد الأحد ثورتنا كالصلاة تبدأ بالتكبير وتنتهي بالشهادة ستبقى حلب ستنتصر حلب حلب تباد ,0,,msa
1972,الشعوب لا تنهض بالكلام والظواهر الصوتية لم ولن تحدث فارقا يذكر عبر التاريخ!,0,,nile
1973,ما بتحييش العلمطب ريح تكتب الدستور ليه إنتو بتشتغلونا بقى!!  السادة المحترمون,0,,nile
1974,  المواطن | صور مراحل حمل النجمة  ميريام فارس ,0,,msa
1975, عن يوم  حلو مع ناس بتحبهم عمرك ما هتقدر تنساة ツ,0,,nile
1976,نحن وغيرنا ننتظر من الاخوان الكثير، ننتظر ان يغيروا الصورة الذهنية المأخوذة عنهم فى الفترة الأخيرة، ننتظر ايادى ممدودة يتبع,0,,msa
1977, خلق جميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا,0,,nile
1978,انتخاب مرسي بالقطع ليس سبة ولدى اصدقاء لا اشك في ثوريتهم انتخبوه لكني ببساطة لم انتخبه وقاطعت وان كان هو الان الرئيس الشرعي,0,,msa
1979, جبران تويني كان الوحيد يلي بيقدر يخاطب الجميع اصدقاء و اعداء  هوا الحرية ,0,,msa
1980, كنت أتمنى أروحه وكان عندي بصيص أمل لكن التوقيت والأختبار حال بيننا 💔🚶🏻  معرض الكويت الدولي للكتاب ,0,,nile
1981, الملك سليمان يصل الاثنين الى  بيروت على رأس وفد سعودي لتهنئة ميشال  عون بانتخابه رئيساً للجمهورية. ,0,,msa
1982,أمير العمري:  الشتا اللي فات : شهادة سينمائية بليغة عن الثورة,0,,msa
1983,9سبتمبر عيد الفلاح الذى ظلمته السلطة واهملته المعارضة نحتاج لاصلاح زراعى جديد و نقابة مستقلة للفلاحين لا تغيير بدون الجماهير وفى قلبها الفلاحين,0,,msa
1984, دعوة الصائم لاترد اللهم طمئن قلب  امي واشفها مما تعاني وارفع عنها ماألم بها اللهم فرج هم  أمي ويسر امرها واكتبها في علي,0,,msa
1985,انا مع خريطة طريق وجدول زمني للانتقال الديمقراطي ونطمئن من ثم المواطنات والمواطنين بأن مصر لن تكون مع حكم مجلس عسكري يستمر إلى ما لا نهاية,0,,msa
1986,جعل الغياب اللي خذاك يموت ويحيا بداخلك وصل غاليك  يوسف  بوح,0,,gulf
1987,ادعوا الى إتفاق القوى الإسلامية والليبرالية واليسارية على تداول السلطة في إطار الالتزام بمبادئ الشريعة الإسلامية كمصدر أساسي للتشريع,0,,msa
